;date;site;latitude;longitude;elevation;depthOfTemperatureObservation;temperatureObserved;reference;note
510;31-01-2017;Summit;72.57972;-38.50454;3254;10;-28.53175027;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
511;28-02-2017;Summit;72.57972;-38.50454;3254;10;-28.58441482;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
512;31-03-2017;Summit;72.57972;-38.50454;3254;10;-28.71936056;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
513;30-04-2017;Summit;72.57972;-38.50454;3254;10;-28.85664474;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
514;31-05-2017;Summit;72.57972;-38.50454;3254;10;-29.02494852;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
517;31-08-2017;Summit;72.57972;-38.50454;3254;10;-28.64698002;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
518;30-09-2017;Summit;72.57972;-38.50454;3254;10;-28.47761978;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
519;31-10-2017;Summit;72.57972;-38.50454;3254;10;-28.26209406;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
520;30-11-2017;Summit;72.57972;-38.50454;3254;10;-28.11676766;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
521;31-12-2017;Summit;72.57972;-38.50454;3254;10;-28.10192194;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
522;31-01-2018;Summit;72.57972;-38.50454;3254;10;-28.19227487;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
523;28-02-2018;Summit;72.57972;-38.50454;3254;10;-28.10367191;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
524;31-03-2018;Summit;72.57972;-38.50454;3254;10;-28.20276104;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
525;30-04-2018;Summit;72.57972;-38.50454;3254;10;-28.40251283;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
526;31-05-2018;Summit;72.57972;-38.50454;3254;10;-28.63092839;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
527;30-06-2018;Summit;72.57972;-38.50454;3254;10;-28.82777574;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
528;31-07-2018;Summit;72.57972;-38.50454;3254;10;-28.97112538;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
529;31-08-2018;Summit;72.57972;-38.50454;3254;10;-29.0239297;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
530;30-09-2018;Summit;72.57972;-38.50454;3254;10;-28.9605817;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
531;31-10-2018;Summit;72.57972;-38.50454;3254;10;-28.83410123;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
0;31-05-1999;CP1;69.87975;-46.98667;2022;10;-17.76447807;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
1;30-06-1999;CP1;69.87975;-46.98667;2022;10;-17.76906689;Steffen and Box, 2001, depth after Vandecrux et al. 2020;EKT
2;31-07-1999;CP1;69.87975;-46.98667;2022;10;-17.88024935;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
3;31-08-1999;CP1;69.87975;-46.98667;2022;10;-17.97274318;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
4;30-09-1999;CP1;69.87975;-46.98667;2022;10;-18.09856792;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
5;31-10-1999;CP1;69.87975;-46.98667;2022;10;-17.86268082;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
6;30-11-1999;CP1;69.87975;-46.98667;2022;10;-17.53536171;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
7;31-12-1999;CP1;69.87975;-46.98667;2022;10;-17.19073671;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
8;31-01-2000;CP1;69.87975;-46.98667;2022;10;-16.93017407;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
9;29-02-2000;CP1;69.87975;-46.98667;2022;10;-16.94519129;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
10;31-03-2000;CP1;69.87975;-46.98667;2022;10;-17.0453163;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
11;30-04-2000;CP1;69.87975;-46.98667;2022;10;-17.02668233;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
12;31-05-2000;CP1;69.87975;-46.98667;2022;10;-17.19360882;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
13;30-06-2000;CP1;69.87975;-46.98667;2022;10;-17.39289434;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
14;31-07-2000;CP1;69.87975;-46.98667;2022;10;-17.5063739;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
15;31-08-2000;CP1;69.87975;-46.98667;2022;10;-17.48504356;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
16;30-09-2000;CP1;69.87975;-46.98667;2022;10;-17.73477812;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
17;31-10-2000;CP1;69.87975;-46.98667;2022;10;-17.91587299;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
18;30-11-2000;CP1;69.87975;-46.98667;2022;10;-17.62607511;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
19;31-12-2000;CP1;69.87975;-46.98667;2022;10;-17.54855056;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
20;31-01-2001;CP1;69.87975;-46.98667;2022;10;-17.24521952;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
21;28-02-2001;CP1;69.87975;-46.98667;2022;10;-17.38567749;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
22;31-03-2001;CP1;69.87975;-46.98667;2022;10;-17.43281299;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
23;30-04-2001;CP1;69.87975;-46.98667;2022;10;-17.22434378;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
24;31-05-2001;CP1;69.87975;-46.98667;2022;10;-17.0822403;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
25;30-06-2001;CP1;69.87975;-46.98667;2022;10;-17.08019096;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
26;31-07-2001;CP1;69.87975;-46.98667;2022;10;-17.20630965;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
27;31-08-2001;CP1;69.87975;-46.98667;2022;10;-17.30094355;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
28;30-09-2001;CP1;69.87975;-46.98667;2022;10;-17.45564308;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
29;31-10-2001;CP1;69.87975;-46.98667;2022;10;-17.5836174;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
30;30-11-2001;CP1;69.87975;-46.98667;2022;10;-17.65935086;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
31;31-12-2001;CP1;69.87975;-46.98667;2022;10;-17.42180057;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
32;31-01-2002;CP1;69.87975;-46.98667;2022;10;-17.38845889;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
33;28-02-2002;CP1;69.87975;-46.98667;2022;10;-17.67769853;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
34;31-03-2002;CP1;69.87975;-46.98667;2022;10;-17.41307746;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
35;30-04-2002;CP1;69.87975;-46.98667;2022;10;-17.34919836;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
36;31-05-2002;CP1;69.87975;-46.98667;2022;10;-17.16224676;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
37;30-06-2002;CP1;69.87975;-46.98667;2022;10;-17.21939788;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
38;31-07-2002;CP1;69.87975;-46.98667;2022;10;-17.34336063;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
39;31-08-2002;CP1;69.87975;-46.98667;2022;10;-17.35803679;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
40;30-09-2002;CP1;69.87975;-46.98667;2022;10;-17.34256304;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
41;31-10-2002;CP1;69.87975;-46.98667;2022;10;-17.46615195;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
42;30-11-2002;CP1;69.87975;-46.98667;2022;10;-17.31096865;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
43;31-12-2002;CP1;69.87975;-46.98667;2022;10;-17.11441337;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
44;31-01-2003;CP1;69.87975;-46.98667;2022;10;-16.99562834;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
45;28-02-2003;CP1;69.87975;-46.98667;2022;10;-16.95895032;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
46;31-03-2003;CP1;69.87975;-46.98667;2022;10;-16.92472968;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
47;30-04-2003;CP1;69.87975;-46.98667;2022;10;-16.88469437;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
48;31-05-2003;CP1;69.87975;-46.98667;2022;10;-16.85164761;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
49;30-06-2003;CP1;69.87975;-46.98667;2022;10;-16.87772264;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
50;31-07-2003;CP1;69.87975;-46.98667;2022;10;-16.96304604;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
51;31-08-2003;CP1;69.87975;-46.98667;2022;10;-16.94192569;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
52;30-09-2003;CP1;69.87975;-46.98667;2022;10;-17.09666102;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
53;31-10-2003;CP1;69.87975;-46.98667;2022;10;-17.0811593;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
54;30-11-2003;CP1;69.87975;-46.98667;2022;10;-16.93114326;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
55;31-12-2003;CP1;69.87975;-46.98667;2022;10;-16.81005608;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
56;31-01-2004;CP1;69.87975;-46.98667;2022;10;-16.63750895;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
57;29-02-2004;CP1;69.87975;-46.98667;2022;10;-16.50628319;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
58;31-03-2004;CP1;69.87975;-46.98667;2022;10;-16.36294758;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
59;30-04-2004;CP1;69.87975;-46.98667;2022;10;-16.37497268;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
60;31-05-2004;CP1;69.87975;-46.98667;2022;10;-16.4106569;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
61;30-06-2004;CP1;69.87975;-46.98667;2022;10;-16.40457285;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
97;30-06-2007;CP1;69.87975;-46.98667;2022;10;-16.48645004;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
98;31-07-2007;CP1;69.87975;-46.98667;2022;10;-16.73539851;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
99;31-08-2007;CP1;69.87975;-46.98667;2022;10;-16.82143616;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
100;30-09-2007;CP1;69.87975;-46.98667;2022;10;-16.74605;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
101;31-10-2007;CP1;69.87975;-46.98667;2022;10;-16.58146348;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
193;30-06-2015;CP1;69.87975;-46.98667;2022;10;-14.52916295;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
194;31-07-2015;CP1;69.87975;-46.98667;2022;10;-14.8651073;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
195;31-08-2015;CP1;69.87975;-46.98667;2022;10;-14.88154964;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
196;30-09-2015;CP1;69.87975;-46.98667;2022;10;-14.56086472;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
197;31-10-2015;CP1;69.87975;-46.98667;2022;10;-14.19868925;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
198;30-11-2015;CP1;69.87975;-46.98667;2022;10;-13.93511203;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
199;31-12-2015;CP1;69.87975;-46.98667;2022;10;-13.80678711;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
200;31-01-2016;CP1;69.87975;-46.98667;2022;10;-13.8681294;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
201;29-02-2016;CP1;69.87975;-46.98667;2022;10;-14.10530832;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
202;31-03-2016;CP1;69.87975;-46.98667;2022;10;-14.38030818;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
203;30-04-2016;CP1;69.87975;-46.98667;2022;10;-14.49935168;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
204;31-05-2016;CP1;69.87975;-46.98667;2022;10;-14.69321006;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
205;30-06-2016;CP1;69.87975;-46.98667;2022;10;-14.87200897;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
206;31-07-2016;CP1;69.87975;-46.98667;2022;10;-14.97934609;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
207;31-08-2016;CP1;69.87975;-46.98667;2022;10;-14.93663601;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
208;30-09-2016;CP1;69.87975;-46.98667;2022;10;-14.74450141;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
209;31-10-2016;CP1;69.87975;-46.98667;2022;10;-14.46786787;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
210;30-11-2016;CP1;69.87975;-46.98667;2022;10;-14.16155041;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
211;31-12-2016;CP1;69.87975;-46.98667;2022;10;-13.99048567;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
212;31-01-2017;CP1;69.87975;-46.98667;2022;10;-13.94799207;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
213;28-02-2017;CP1;69.87975;-46.98667;2022;10;-13.97367663;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
214;31-03-2017;CP1;69.87975;-46.98667;2022;10;-14.09530691;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
215;30-04-2017;CP1;69.87975;-46.98667;2022;10;-14.2558249;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
216;31-05-2017;CP1;69.87975;-46.98667;2022;10;-14.44892539;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
217;30-06-2017;CP1;69.87975;-46.98667;2022;10;-14.6804629;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
218;31-07-2017;CP1;69.87975;-46.98667;2022;10;-14.8562066;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
219;31-08-2017;CP1;69.87975;-46.98667;2022;10;-14.94801549;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
220;30-09-2017;CP1;69.87975;-46.98667;2022;10;-14.92604348;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
221;31-10-2017;CP1;69.87975;-46.98667;2022;10;-14.8667062;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
222;30-11-2017;CP1;69.87975;-46.98667;2022;10;-14.66462874;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
223;31-12-2017;CP1;69.87975;-46.98667;2022;10;-14.49561476;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
224;31-01-2018;CP1;69.87975;-46.98667;2022;10;-14.64924192;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
225;28-02-2018;CP1;69.87975;-46.98667;2022;10;-14.59513525;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
226;31-03-2018;CP1;69.87975;-46.98667;2022;10;-14.58696327;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
227;30-04-2018;CP1;69.87975;-46.98667;2022;10;-14.6213299;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
228;31-05-2018;CP1;69.87975;-46.98667;2022;10;-14.64382317;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
229;30-06-2018;CP1;69.87975;-46.98667;2022;10;-14.6910543;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
230;31-07-2018;CP1;69.87975;-46.98667;2022;10;-14.77080838;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
231;31-08-2018;CP1;69.87975;-46.98667;2022;10;-14.95724552;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
232;30-09-2018;CP1;69.87975;-46.98667;2022;10;-15.03629461;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
233;31-10-2018;CP1;69.87975;-46.98667;2022;10;-14.93649844;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
0;30-06-1998;DYE-2;66.48001;-46.27889;2165;10;-16.35346262;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
1;31-07-1998;DYE-2;66.48001;-46.27889;2165;10;-16.43591121;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
2;31-08-1998;DYE-2;66.48001;-46.27889;2165;10;-16.56050321;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
3;30-09-1998;DYE-2;66.48001;-46.27889;2165;10;-16.72643671;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
4;31-10-1998;DYE-2;66.48001;-46.27889;2165;10;-16.8673322;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
5;30-11-1998;DYE-2;66.48001;-46.27889;2165;10;-16.76472738;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
6;31-12-1998;DYE-2;66.48001;-46.27889;2165;10;-16.59355192;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
7;31-01-1999;DYE-2;66.48001;-46.27889;2165;10;-16.54249724;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
8;28-02-1999;DYE-2;66.48001;-46.27889;2165;10;-16.43531637;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
9;31-03-1999;DYE-2;66.48001;-46.27889;2165;10;-16.36369592;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
10;30-04-1999;DYE-2;66.48001;-46.27889;2165;10;-16.29654694;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
11;31-05-1999;DYE-2;66.48001;-46.27889;2165;10;-16.35490167;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
12;30-06-1999;DYE-2;66.48001;-46.27889;2165;10;-16.43495284;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
13;31-07-1999;DYE-2;66.48001;-46.27889;2165;10;-16.51322654;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
14;31-08-1999;DYE-2;66.48001;-46.27889;2165;10;-16.61410949;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
15;30-09-1999;DYE-2;66.48001;-46.27889;2165;10;-16.76690093;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
16;31-10-1999;DYE-2;66.48001;-46.27889;2165;10;-16.71796432;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
17;30-11-1999;DYE-2;66.48001;-46.27889;2165;10;-16.55756114;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
18;31-12-1999;DYE-2;66.48001;-46.27889;2165;10;-16.27591561;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
19;31-01-2000;DYE-2;66.48001;-46.27889;2165;10;-16.0330446;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
20;29-02-2000;DYE-2;66.48001;-46.27889;2165;10;-15.92314373;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
21;31-03-2000;DYE-2;66.48001;-46.27889;2165;10;-15.83888183;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
22;30-04-2000;DYE-2;66.48001;-46.27889;2165;10;-15.66977156;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
23;31-05-2000;DYE-2;66.48001;-46.27889;2165;10;-15.72115777;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
24;30-06-2000;DYE-2;66.48001;-46.27889;2165;10;-15.7962811;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
25;31-07-2000;DYE-2;66.48001;-46.27889;2165;10;-15.91136736;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
26;31-08-2000;DYE-2;66.48001;-46.27889;2165;10;-16.07500769;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
27;30-09-2000;DYE-2;66.48001;-46.27889;2165;10;-16.3008696;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
28;31-10-2000;DYE-2;66.48001;-46.27889;2165;10;-16.5296943;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
29;30-11-2000;DYE-2;66.48001;-46.27889;2165;10;-16.23825866;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
30;31-12-2000;DYE-2;66.48001;-46.27889;2165;10;-16.15429761;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
31;31-01-2001;DYE-2;66.48001;-46.27889;2165;10;-15.99177018;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
32;28-02-2001;DYE-2;66.48001;-46.27889;2165;10;-15.94141553;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
33;31-03-2001;DYE-2;66.48001;-46.27889;2165;10;-15.92586684;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
34;30-04-2001;DYE-2;66.48001;-46.27889;2165;10;-15.82349712;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
35;31-05-2001;DYE-2;66.48001;-46.27889;2165;10;-15.63642516;Steffen and Box, 2001, depth after Vandecrux et al. 2020, Macferrin for most recent;
