;date;site;latitude;longitude;elevation;depthOfTemperatureObservation;temperatureObserved;reference;note
74;31-07-2009;NASA-U;73.84189;-49.49831;2369;10;-23.4435297;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
75;31-08-2009;NASA-U;73.84189;-49.49831;2369;10;-23.55776299;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
76;30-09-2009;NASA-U;73.84189;-49.49831;2369;10;-23.71046359;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
77;31-10-2009;NASA-U;73.84189;-49.49831;2369;10;-23.82634084;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
78;30-11-2009;NASA-U;73.84189;-49.49831;2369;10;-23.90021336;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
79;31-12-2009;NASA-U;73.84189;-49.49831;2369;10;-23.78026887;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
82;31-03-2010;NASA-U;73.84189;-49.49831;2369;10;-23.65821388;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
83;30-04-2010;NASA-U;73.84189;-49.49831;2369;10;-23.62415503;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
84;31-05-2010;NASA-U;73.84189;-49.49831;2369;10;-23.50744528;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
85;30-06-2010;NASA-U;73.84189;-49.49831;2369;10;-23.4873352;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
86;31-07-2010;NASA-U;73.84189;-49.49831;2369;10;-23.51696572;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
87;31-08-2010;NASA-U;73.84189;-49.49831;2369;10;-23.54941682;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
88;30-09-2010;NASA-U;73.84189;-49.49831;2369;10;-23.63219404;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
89;31-10-2010;NASA-U;73.84189;-49.49831;2369;10;-23.68461605;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
96;31-05-2011;NASA-U;73.84189;-49.49831;2369;10;-23.14260791;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
97;30-06-2011;NASA-U;73.84189;-49.49831;2369;10;-23.11377182;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
98;31-07-2011;NASA-U;73.84189;-49.49831;2369;10;-23.08809125;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
99;31-08-2011;NASA-U;73.84189;-49.49831;2369;10;-23.15929679;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
100;30-09-2011;NASA-U;73.84189;-49.49831;2369;10;-23.26554651;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
101;31-10-2011;NASA-U;73.84189;-49.49831;2369;10;-23.44472802;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
102;30-11-2011;NASA-U;73.84189;-49.49831;2369;10;-23.47650503;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
103;31-12-2011;NASA-U;73.84189;-49.49831;2369;10;-23.51866896;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
104;31-01-2012;NASA-U;73.84189;-49.49831;2369;10;-23.41456955;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
105;29-02-2012;NASA-U;73.84189;-49.49831;2369;10;-23.31953955;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
106;31-03-2012;NASA-U;73.84189;-49.49831;2369;10;-23.41018918;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
107;30-04-2012;NASA-U;73.84189;-49.49831;2369;10;-23.28141675;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
108;31-05-2012;NASA-U;73.84189;-49.49831;2369;10;-23.22692317;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
109;30-06-2012;NASA-U;73.84189;-49.49831;2369;10;-23.18283755;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
110;31-07-2012;NASA-U;73.84189;-49.49831;2369;10;-23.215743;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
111;31-08-2012;NASA-U;73.84189;-49.49831;2369;10;-23.30476266;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
112;30-09-2012;NASA-U;73.84189;-49.49831;2369;10;-23.45423737;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
113;31-10-2012;NASA-U;73.84189;-49.49831;2369;10;-23.55314967;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
114;30-11-2012;NASA-U;73.84189;-49.49831;2369;10;-23.61964484;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
115;31-12-2012;NASA-U;73.84189;-49.49831;2369;10;-23.56026073;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
116;31-01-2013;NASA-U;73.84189;-49.49831;2369;10;-23.51866978;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
117;28-02-2013;NASA-U;73.84189;-49.49831;2369;10;-23.4919192;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
118;31-03-2013;NASA-U;73.84189;-49.49831;2369;10;-23.41269242;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
119;30-04-2013;NASA-U;73.84189;-49.49831;2369;10;-23.32979498;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
120;31-05-2013;NASA-U;73.84189;-49.49831;2369;10;-23.25011967;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
121;30-06-2013;NASA-U;73.84189;-49.49831;2369;10;-23.12697073;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
0;30-06-1998;Saddle;65.99947;-44.50016;2559;10;-20.33116278;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
1;31-07-1998;Saddle;65.99947;-44.50016;2559;10;-20.45644039;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
2;31-08-1998;Saddle;65.99947;-44.50016;2559;10;-20.55669034;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
3;30-09-1998;Saddle;65.99947;-44.50016;2559;10;-20.59546944;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
4;31-10-1998;Saddle;65.99947;-44.50016;2559;10;-20.56466284;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
5;30-11-1998;Saddle;65.99947;-44.50016;2559;10;-20.42130132;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
6;31-12-1998;Saddle;65.99947;-44.50016;2559;10;-20.25780145;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
7;31-01-1999;Saddle;65.99947;-44.50016;2559;10;-20.16412334;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
8;28-02-1999;Saddle;65.99947;-44.50016;2559;10;-20.09546304;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
9;31-03-1999;Saddle;65.99947;-44.50016;2559;10;-20.08065269;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
10;30-04-1999;Saddle;65.99947;-44.50016;2559;10;-20.11024551;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
11;31-05-1999;Saddle;65.99947;-44.50016;2559;10;-20.22610717;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
12;30-06-1999;Saddle;65.99947;-44.50016;2559;10;-20.37959064;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
13;31-07-1999;Saddle;65.99947;-44.50016;2559;10;-20.47668318;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
14;31-08-1999;Saddle;65.99947;-44.50016;2559;10;-20.55423122;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
15;30-09-1999;Saddle;65.99947;-44.50016;2559;10;-20.59529736;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
16;31-10-1999;Saddle;65.99947;-44.50016;2559;10;-20.5227865;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
17;30-11-1999;Saddle;65.99947;-44.50016;2559;10;-20.3883004;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
18;31-12-1999;Saddle;65.99947;-44.50016;2559;10;-20.24071785;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
19;31-01-2000;Saddle;65.99947;-44.50016;2559;10;-20.09144;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
20;29-02-2000;Saddle;65.99947;-44.50016;2559;10;-20.08497903;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
21;31-03-2000;Saddle;65.99947;-44.50016;2559;10;-20.11225025;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
22;30-04-2000;Saddle;65.99947;-44.50016;2559;10;-20.12008234;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
23;31-05-2000;Saddle;65.99947;-44.50016;2559;10;-20.33764409;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
24;30-06-2000;Saddle;65.99947;-44.50016;2559;10;-20.4697161;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
25;31-07-2000;Saddle;65.99947;-44.50016;2559;10;-20.49355166;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
26;31-08-2000;Saddle;65.99947;-44.50016;2559;10;-20.5858945;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
27;30-09-2000;Saddle;65.99947;-44.50016;2559;10;-20.77532019;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
28;31-10-2000;Saddle;65.99947;-44.50016;2559;10;-21.00822938;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
29;30-11-2000;Saddle;65.99947;-44.50016;2559;10;-20.85892524;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
30;31-12-2000;Saddle;65.99947;-44.50016;2559;10;-20.86486476;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
31;31-01-2001;Saddle;65.99947;-44.50016;2559;10;-20.66567359;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
32;28-02-2001;Saddle;65.99947;-44.50016;2559;10;-20.63047133;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
33;31-03-2001;Saddle;65.99947;-44.50016;2559;10;-20.58265402;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
34;30-04-2001;Saddle;65.99947;-44.50016;2559;10;-20.43023809;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
35;31-05-2001;Saddle;65.99947;-44.50016;2559;10;-20.2245197;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
36;30-06-2001;Saddle;65.99947;-44.50016;2559;10;-20.21982587;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
37;31-07-2001;Saddle;65.99947;-44.50016;2559;10;-20.35753464;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
38;31-08-2001;Saddle;65.99947;-44.50016;2559;10;-20.4440298;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
39;30-09-2001;Saddle;65.99947;-44.50016;2559;10;-20.57618214;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
40;31-10-2001;Saddle;65.99947;-44.50016;2559;10;-20.70301244;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
41;30-11-2001;Saddle;65.99947;-44.50016;2559;10;-20.74899073;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
42;31-12-2001;Saddle;65.99947;-44.50016;2559;10;-20.5077354;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
43;31-01-2002;Saddle;65.99947;-44.50016;2559;10;-20.35455928;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
44;28-02-2002;Saddle;65.99947;-44.50016;2559;10;-20.61462807;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
45;31-03-2002;Saddle;65.99947;-44.50016;2559;10;-20.45394132;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
46;30-04-2002;Saddle;65.99947;-44.50016;2559;10;-20.34320383;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
47;31-05-2002;Saddle;65.99947;-44.50016;2559;10;-20.21956307;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
59;31-05-2003;Saddle;65.99947;-44.50016;2559;10;-20.03218449;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
60;30-06-2003;Saddle;65.99947;-44.50016;2559;10;-19.98570506;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
61;31-07-2003;Saddle;65.99947;-44.50016;2559;10;-20.047331;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
62;31-08-2003;Saddle;65.99947;-44.50016;2559;10;-20.08552348;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
63;30-09-2003;Saddle;65.99947;-44.50016;2559;10;-20.18130776;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
64;31-10-2003;Saddle;65.99947;-44.50016;2559;10;-20.22441634;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
65;30-11-2003;Saddle;65.99947;-44.50016;2559;10;-20.25842944;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
66;31-12-2003;Saddle;65.99947;-44.50016;2559;10;-20.11011205;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
67;31-01-2004;Saddle;65.99947;-44.50016;2559;10;-20.00765506;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
68;29-02-2004;Saddle;65.99947;-44.50016;2559;10;-19.9211944;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
69;31-03-2004;Saddle;65.99947;-44.50016;2559;10;-19.8370191;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
70;30-04-2004;Saddle;65.99947;-44.50016;2559;10;-19.83762295;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
71;31-05-2004;Saddle;65.99947;-44.50016;2559;10;-19.8278631;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
72;30-06-2004;Saddle;65.99947;-44.50016;2559;10;-19.6799936;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
73;31-07-2004;Saddle;65.99947;-44.50016;2559;10;-19.71834328;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
74;31-08-2004;Saddle;65.99947;-44.50016;2559;10;-19.80239147;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
75;30-09-2004;Saddle;65.99947;-44.50016;2559;10;-19.99457167;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
76;31-10-2004;Saddle;65.99947;-44.50016;2559;10;-19.96346385;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
77;30-11-2004;Saddle;65.99947;-44.50016;2559;10;-20.01750509;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
78;31-12-2004;Saddle;65.99947;-44.50016;2559;10;-20.1002798;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
79;31-01-2005;Saddle;65.99947;-44.50016;2559;10;-19.91581798;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
80;28-02-2005;Saddle;65.99947;-44.50016;2559;10;-19.63216837;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
81;31-03-2005;Saddle;65.99947;-44.50016;2559;10;-19.51464774;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
82;30-04-2005;Saddle;65.99947;-44.50016;2559;10;-19.63350717;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
83;31-05-2005;Saddle;65.99947;-44.50016;2559;10;-19.59400616;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
84;30-06-2005;Saddle;65.99947;-44.50016;2559;10;-19.62224006;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
85;31-07-2005;Saddle;65.99947;-44.50016;2559;10;-19.63920899;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
86;31-08-2005;Saddle;65.99947;-44.50016;2559;10;-19.76020223;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
87;30-09-2005;Saddle;65.99947;-44.50016;2559;10;-19.99971328;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
88;31-10-2005;Saddle;65.99947;-44.50016;2559;10;-20.12254795;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
89;30-11-2005;Saddle;65.99947;-44.50016;2559;10;-19.88736299;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
90;31-12-2005;Saddle;65.99947;-44.50016;2559;10;-19.80725533;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
91;31-01-2006;Saddle;65.99947;-44.50016;2559;10;-19.98465704;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
92;28-02-2006;Saddle;65.99947;-44.50016;2559;10;-19.64909175;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
93;31-03-2006;Saddle;65.99947;-44.50016;2559;10;-19.68506805;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
94;30-04-2006;Saddle;65.99947;-44.50016;2559;10;-19.76985071;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
95;31-05-2006;Saddle;65.99947;-44.50016;2559;10;-19.59617446;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
96;30-06-2006;Saddle;65.99947;-44.50016;2559;10;-19.66020189;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
97;31-07-2006;Saddle;65.99947;-44.50016;2559;10;-19.69874065;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
98;31-08-2006;Saddle;65.99947;-44.50016;2559;10;-19.76738656;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
99;30-09-2006;Saddle;65.99947;-44.50016;2559;10;-19.97082255;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
100;31-10-2006;Saddle;65.99947;-44.50016;2559;10;-20.1689817;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
101;30-11-2006;Saddle;65.99947;-44.50016;2559;10;-20.37171946;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
102;31-12-2006;Saddle;65.99947;-44.50016;2559;10;-19.96755424;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
103;31-01-2007;Saddle;65.99947;-44.50016;2559;10;-19.91028829;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
104;28-02-2007;Saddle;65.99947;-44.50016;2559;10;-19.75300749;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
105;31-03-2007;Saddle;65.99947;-44.50016;2559;10;-20.00807245;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
106;30-04-2007;Saddle;65.99947;-44.50016;2559;10;-19.84576803;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
107;31-05-2007;Saddle;65.99947;-44.50016;2559;10;-19.83791406;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
108;30-06-2007;Saddle;65.99947;-44.50016;2559;10;-19.66025345;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
109;31-07-2007;Saddle;65.99947;-44.50016;2559;10;-19.71323503;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
110;31-08-2007;Saddle;65.99947;-44.50016;2559;10;-19.8868013;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
111;30-09-2007;Saddle;65.99947;-44.50016;2559;10;-20.1117409;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
112;31-10-2007;Saddle;65.99947;-44.50016;2559;10;-20.1856619;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
113;30-11-2007;Saddle;65.99947;-44.50016;2559;10;-19.99236057;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
114;31-12-2007;Saddle;65.99947;-44.50016;2559;10;-19.9897845;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
115;31-01-2008;Saddle;65.99947;-44.50016;2559;10;-19.90225464;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
116;29-02-2008;Saddle;65.99947;-44.50016;2559;10;-19.92014999;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
117;31-03-2008;Saddle;65.99947;-44.50016;2559;10;-19.53062889;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
118;30-04-2008;Saddle;65.99947;-44.50016;2559;10;-19.41032332;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
119;31-05-2008;Saddle;65.99947;-44.50016;2559;10;-19.37591673;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
120;30-06-2008;Saddle;65.99947;-44.50016;2559;10;-19.42798363;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
121;31-07-2008;Saddle;65.99947;-44.50016;2559;10;-19.58783527;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
122;31-08-2008;Saddle;65.99947;-44.50016;2559;10;-19.73908046;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
123;30-09-2008;Saddle;65.99947;-44.50016;2559;10;-19.86282576;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
124;31-10-2008;Saddle;65.99947;-44.50016;2559;10;-19.98878583;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
125;30-11-2008;Saddle;65.99947;-44.50016;2559;10;-19.9048445;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
126;31-12-2008;Saddle;65.99947;-44.50016;2559;10;-19.84387325;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
127;31-01-2009;Saddle;65.99947;-44.50016;2559;10;-19.77265277;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
128;28-02-2009;Saddle;65.99947;-44.50016;2559;10;-19.75398304;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
129;31-03-2009;Saddle;65.99947;-44.50016;2559;10;-19.86378278;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
130;30-04-2009;Saddle;65.99947;-44.50016;2559;10;-19.84328708;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
131;31-05-2009;Saddle;65.99947;-44.50016;2559;10;-19.80114683;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
215;31-05-2016;Saddle;65.99947;-44.50016;2559;10;-18.89772987;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
216;30-06-2016;Saddle;65.99947;-44.50016;2559;10;-18.72981577;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
217;31-07-2016;Saddle;65.99947;-44.50016;2559;10;-18.39156771;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
218;31-08-2016;Saddle;65.99947;-44.50016;2559;10;-17.91243769;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
219;30-09-2016;Saddle;65.99947;-44.50016;2559;10;-17.4560432;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
220;31-10-2016;Saddle;65.99947;-44.50016;2559;10;-17.16755608;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
221;30-11-2016;Saddle;65.99947;-44.50016;2559;10;-16.98771277;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
222;31-12-2016;Saddle;65.99947;-44.50016;2559;10;-17.11124826;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
223;31-01-2017;Saddle;65.99947;-44.50016;2559;10;-17.35297716;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
224;28-02-2017;Saddle;65.99947;-44.50016;2559;10;-17.69141829;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
225;31-03-2017;Saddle;65.99947;-44.50016;2559;10;-18.01744749;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
226;30-04-2017;Saddle;65.99947;-44.50016;2559;10;-18.30434991;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
227;31-05-2017;Saddle;65.99947;-44.50016;2559;10;-18.48384539;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
0;30-06-1998;SouthDome;63.14889;-44.81717;2922;10;-21.19837693;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
1;31-07-1998;SouthDome;63.14889;-44.81717;2922;10;-21.27485236;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
2;31-08-1998;SouthDome;63.14889;-44.81717;2922;10;-21.35490134;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
3;30-09-1998;SouthDome;63.14889;-44.81717;2922;10;-21.56005785;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
4;31-10-1998;SouthDome;63.14889;-44.81717;2922;10;-21.54591099;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
5;30-11-1998;SouthDome;63.14889;-44.81717;2922;10;-21.48851527;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
6;31-12-1998;SouthDome;63.14889;-44.81717;2922;10;-21.31650876;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
7;31-01-1999;SouthDome;63.14889;-44.81717;2922;10;-21.25422216;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
8;28-02-1999;SouthDome;63.14889;-44.81717;2922;10;-21.18168695;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
9;31-03-1999;SouthDome;63.14889;-44.81717;2922;10;-21.16681245;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
10;30-04-1999;SouthDome;63.14889;-44.81717;2922;10;-21.10870515;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
11;31-05-1999;SouthDome;63.14889;-44.81717;2922;10;-21.14654269;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
12;30-06-1999;SouthDome;63.14889;-44.81717;2922;10;-21.23830837;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
13;31-07-1999;SouthDome;63.14889;-44.81717;2922;10;-21.31624717;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
14;31-08-1999;SouthDome;63.14889;-44.81717;2922;10;-21.39343324;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
15;30-09-1999;SouthDome;63.14889;-44.81717;2922;10;-21.45151437;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
16;31-10-1999;SouthDome;63.14889;-44.81717;2922;10;-21.42462445;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
17;30-11-1999;SouthDome;63.14889;-44.81717;2922;10;-21.35840293;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
18;31-12-1999;SouthDome;63.14889;-44.81717;2922;10;-21.24237654;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
19;31-01-2000;SouthDome;63.14889;-44.81717;2922;10;-21.10388179;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
20;29-02-2000;SouthDome;63.14889;-44.81717;2922;10;-21.06022264;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
21;31-03-2000;SouthDome;63.14889;-44.81717;2922;10;-21.04689687;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
22;30-04-2000;SouthDome;63.14889;-44.81717;2922;10;-21.01089798;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
23;31-05-2000;SouthDome;63.14889;-44.81717;2922;10;-21.09397172;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
24;30-06-2000;SouthDome;63.14889;-44.81717;2922;10;-21.19163356;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
25;31-07-2000;SouthDome;63.14889;-44.81717;2922;10;-21.26952967;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
26;31-08-2000;SouthDome;63.14889;-44.81717;2922;10;-21.34524477;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
27;30-09-2000;SouthDome;63.14889;-44.81717;2922;10;-21.40321419;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
28;31-10-2000;SouthDome;63.14889;-44.81717;2922;10;-21.43260681;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
29;30-11-2000;SouthDome;63.14889;-44.81717;2922;10;-21.32696041;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
30;31-12-2000;SouthDome;63.14889;-44.81717;2922;10;-21.22311843;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
31;31-01-2001;SouthDome;63.14889;-44.81717;2922;10;-21.11396057;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
32;28-02-2001;SouthDome;63.14889;-44.81717;2922;10;-21.04392115;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
33;31-03-2001;SouthDome;63.14889;-44.81717;2922;10;-20.98888251;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
34;30-04-2001;SouthDome;63.14889;-44.81717;2922;10;-20.9603629;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
35;31-05-2001;SouthDome;63.14889;-44.81717;2922;10;-20.95320297;Steffen and Box, 2001, depth after Vandecrux et al. 2020;
