,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
2489,2825,2002-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.50779398116459,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2002,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.74139404296875
2490,2826,2002-11-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.87106401717064,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2002,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.71734619140625
2491,2827,2002-12-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.49303445488965,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2002,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.69775390625
2492,2828,2003-01-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.478524795360087,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.025146484375
2493,2829,2003-02-28 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.96332428626472,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.87799072265625
2494,2830,2003-03-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.349059280826715,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.723968505859375
2495,2831,2003-04-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.501296308506035,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.681640625
2496,2832,2003-05-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.024419570266343,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.595947265625
2497,2833,2003-06-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.676675387337994,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.6015625
2498,2834,2003-07-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.53470036788321,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.564132690429688
2499,2835,2003-08-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.661383795843292,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.5386962890625
2500,2836,2003-09-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.706421929290446,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.73992919921875
2501,2837,2003-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.34676099117178,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.905166625976562
2502,2838,2003-11-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.729086046819248,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.677001953125
2503,2839,2003-12-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.480436230385976,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2003,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.808486938476562
2504,2840,2004-01-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.642938963606852,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.907470703125
2505,2841,2004-02-29 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.798104890965767,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.87628173828125
2506,2842,2004-03-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.89014150361637,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.82733154296875
2507,2843,2004-04-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.036219331885658,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.812423706054688
2508,2844,2004-05-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.642069496004193,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.81536865234375
2509,2845,2004-06-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.35478532422409,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.814666748046875
2510,2846,2004-07-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.40290615562635,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.811935424804688
2511,2847,2004-08-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.48865717585509,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.803848266601562
2512,2848,2004-09-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.8172174812644,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.741180419921875
2513,2849,2004-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.03235762308019,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.98193359375
2514,2850,2004-11-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.473486106402603,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.19560241699219
2515,2851,2004-12-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.38156664030147,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2004,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.194305419921875
2516,2852,2005-01-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.405978766556874,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.515670776367188
2517,2853,2005-02-28 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.93723444427897,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.48211669921875
2518,2854,2005-03-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.637722980750407,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.48211669921875
2519,2855,2005-04-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.962376142683826,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.48211669921875
2520,2856,2005-05-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.888311007868143,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.48211669921875
2521,2857,2005-06-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.544865022334328,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.48211669921875
2522,2858,2005-07-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.35561600339034,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.43939208984375
2523,2859,2005-08-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.3714006019526,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.42108154296875
2524,2860,2005-09-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.81222038911725,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.43914794921875
