,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,MAR_distance,MAR_lat,MAR_lon,MAR_i,MAR_j,MAR_elevation,MAR_10m_temp
2525,2861,2005-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.193344999590035,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.449432373046875
2526,2862,2005-11-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.498643337922463,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.43524169921875
2527,2863,2005-12-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.319905471585738,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2005,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-30.43121337890625
2528,2864,2006-01-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.03149217850383,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.635635375976562
2529,2865,2006-02-28 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.74307888542192,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.632827758789062
2530,2866,2006-03-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.71434028552433,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.630783081054688
2531,2867,2006-04-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.968078871428794,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.629119873046875
2532,2868,2006-05-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.60290560063437,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.62689208984375
2533,2869,2006-06-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.454900434701962,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.626235961914062
2534,2870,2006-07-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.434407385764352,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.626708984375
2535,2871,2006-08-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.48247469263917,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.62615966796875
2536,2872,2006-09-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.842837578931604,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.625
2537,2873,2006-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.99606963722039,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.623046875
2538,2874,2006-11-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.56291488686737,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.622329711914062
2539,2875,2006-12-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.314405474553322,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2006,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-31.573410034179688
2540,2876,2007-01-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.97395046503709,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2541,2877,2007-02-28 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.863124776635605,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2542,2878,2007-03-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.158159128463968,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2543,2879,2007-04-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.96118300190326,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2544,2880,2007-05-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.479806147647125,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2545,2881,2007-06-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.4558400376278,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2546,2882,2007-07-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.41116516430227,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2547,2883,2007-08-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.606894837228406,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2548,2884,2007-09-30 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-30.87423085562931,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
2549,2885,2007-10-31 00:00:00,Summit,72.57972,-38.504540000000006,3254.0,10.0,-31.152628079836386,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,"as processed in Vandecrux, B., Fausto, R.S., Van As, D., Colgan, W., Langen, P.L., Haubner, K., Ingeman-Nielsen, T., Heilig, A., Stevens, C.M., Macferrin, M. and Niwano, M., 2020. Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017. Journal of Glaciology, 66(258), pp.591-602.",2007,POINT (-38.50454000000001 72.57971999999999),157.21206298898306,72.59422302246094,-38.65290832519531,98.0,57.0,3196.149658203125,-32.87696838378906
