,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
1969,2877,2003-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.61634013601042,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.38371887207029
1970,2878,2003-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.81725411789114,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.36650695800779
1971,2879,2003-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.5993279195846,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.378073120117165
1972,2880,2003-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.433759246690624,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.408728027343727
1973,2881,2003-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.400551956085742,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.443136596679665
1974,2882,2003-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.53346694063384,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.46819152832029
1975,2883,2003-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.565106249389387,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.469091796874977
1976,2884,2003-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.787064946934635,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.437216186523415
1977,2885,2003-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.95080854962203,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.37248840332029
1978,2886,2003-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.590070891769344,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.29503479003904
1979,2887,2004-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.560671383350627,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.21983947753904
1980,2888,2004-02-29 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.749971073120623,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.164465332031227
1981,2889,2004-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.41200679072848,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.135092163085915
1982,2890,2004-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.59661872383957,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.143331909179665
1983,2891,2004-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.45007725630139,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.190832519531227
1984,2892,2004-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.3902003580938,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.254553222656227
1985,2893,2004-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.50112022676603,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.318609619140602
1986,2894,2004-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.5621310830476,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.381201171874977
1987,2895,2004-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.654352763047143,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.389242553710915
1988,2896,2004-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.727567733370904,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.358282470703102
1989,2897,2004-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.771257959011887,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.296408081054665
1990,2898,2004-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.593817683794963,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.213964843749977
1991,2899,2005-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.34120773719255,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.135229492187477
1992,2900,2005-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.18040479723281,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.079168701171852
1993,2901,2005-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-28.984381833679045,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.063925170898415
1994,2902,2005-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.403529022519475,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.084997558593727
1995,2903,2005-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.369265680877323,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.128790283203102
1996,2904,2005-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.22289230017668,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.183859252929665
1997,2905,2005-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.17698101161362,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.23680725097654
1998,2906,2005-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.245734966002487,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.274801635742165
1999,2907,2005-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.49933240656774,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.284017944335915
2000,2908,2005-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.759307136879105,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.258001708984352
2001,2909,2005-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.68058625387248,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.20146789550779
2002,2910,2005-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.234121062853585,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.131872558593727
2003,2911,2006-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.159030692980597,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.06523742675779
2004,2912,2006-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.22099707329274,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.034506225585915
2005,2913,2006-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.18932106952385,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.029211425781227
2006,2914,2006-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.56818589537907,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.040167236328102
2007,2915,2006-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.21274803051985,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.07988586425779
2008,2916,2006-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.278675371285946,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.136373901367165
2009,2917,2006-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.349555008294875,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.197592163085915
2010,2918,2006-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.3481840448798,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.25871887207029
2011,2919,2006-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.60437657237355,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.271246337890602
2012,2920,2006-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.571908713498964,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.248800659179665
2013,2921,2006-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.690550252008546,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.196630859374977
2014,2922,2006-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.58084256702349,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2006,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.13164367675779
2015,2923,2007-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.45952985044784,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2007,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.06853332519529
2016,2924,2007-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.22181654287128,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2007,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.030523681640602
2017,2925,2007-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.628154568944616,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2007,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.026586914062477
2018,2926,2007-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.6471210510888,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2007,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.056890869140602
2019,2927,2007-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.36984414461049,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2007,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.111456298828102
