,Unnamed: 0,date,site,latitude,longitude,elevation,depthOfTemperatureObservation,temperatureObserved,reference,reference_short,note,year,geometry,RACMO_distance,RACMO_lat,RACMO_lon,RACMO_i,RACMO_j,RACMO_elevation,RACMO_10m_temp
1902,2659,2004-08-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.5004316850592,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.385473632812477
1903,2660,2004-09-30 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.552173021811484,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.372930908203102
1904,2661,2004-10-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.50980237586835,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.32903137207029
1905,2662,2004-11-30 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.5036843685838,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.25877990722654
1906,2663,2004-12-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.40010461508677,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2004,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.187322998046852
1907,2664,2005-01-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.679517592419792,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.11369934082029
1908,2665,2005-02-28 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.159492408321,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.083502197265602
1909,2666,2005-03-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.070835582552963,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.104406738281227
1910,2667,2005-04-30 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.56080398195007,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.16472473144529
1911,2668,2005-05-31 00:00:00,SouthDome,63.14889,-44.81717,2922.0,10.0,-20.457005719366265,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2005,POINT (-44.81717 63.14889),152.70617162578327,63.14549255371094,-44.84758377075195,115.0,134.0,1.0,-21.23564758300779
1912,2820,1998-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.14157336455399,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.65978088378904
1913,2821,1998-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.23579406099101,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.720739746093727
1914,2822,1998-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.218971563981437,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.764715576171852
1915,2823,1998-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.20079935756658,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.774008178710915
1916,2824,1998-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.039658762022512,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.74468078613279
1917,2825,1998-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.797898178244395,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.681036376953102
1918,2826,1998-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.59082708078261,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1998,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.57677307128904
1919,2827,1999-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.412413231528028,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.502691650390602
1920,2828,1999-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.288197688719038,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.464117431640602
1921,2829,1999-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.26351044393853,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.427328491210915
1922,2830,1999-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.283795876985444,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.44170227050779
1923,2831,1999-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.409975039052057,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.479925537109352
1924,2832,1999-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.52993873939925,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.542623901367165
1925,2833,1999-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.68563167245965,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.611288452148415
1926,2834,1999-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.774457808977637,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.663595581054665
1927,2835,1999-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.781038714354903,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.682531738281227
1928,2836,1999-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.69752657516712,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.66008605957029
1929,2837,1999-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.50739253522936,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.604742431640602
1930,2838,1999-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.313449113814624,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,1999,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.534582519531227
1931,2839,2000-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.157299431069116,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.464620971679665
1932,2840,2000-02-29 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.13769487412211,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.412374877929665
1933,2841,2000-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.227586224124785,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.391073608398415
1934,2842,2000-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.388036134955858,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.40141906738279
1935,2843,2000-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.527291670483248,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.441625976562477
1936,2844,2000-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.729319408688475,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.508398437499977
1937,2845,2000-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.889269830842423,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.589910888671852
1938,2846,2000-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.011713958649903,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.654074096679665
1939,2847,2000-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.027962717033517,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.69035949707029
1940,2848,2000-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.91253075546242,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.68047180175779
1941,2849,2000-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.808689754940545,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.634710693359352
1942,2850,2000-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.63307008451209,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2000,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.574133300781227
1943,2851,2001-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.44216358977851,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.51457824707029
1944,2852,2001-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.426083825254494,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.474752807617165
1945,2853,2001-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.518741177681296,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.462973022460915
1946,2854,2001-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.674024922320385,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.47838439941404
1947,2855,2001-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.797632781005436,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.517172241210915
1948,2856,2001-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.005352214540224,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.578207397460915
1949,2857,2001-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.27959959934216,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.647283935546852
1950,2858,2001-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.378121235623357,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.703070068359352
1951,2859,2001-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.481388742458314,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.730245971679665
1952,2860,2001-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.59413184146614,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.719213867187477
1953,2861,2001-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.81955235524147,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.671270751953102
1954,2862,2001-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.26030293585948,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2001,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.599249267578102
1955,2863,2002-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.31011464147132,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.52892150878904
1956,2864,2002-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.31746577207265,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.47356262207029
1957,2865,2002-03-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.42795496576297,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.441183471679665
1958,2866,2002-04-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.12893337587256,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.436560058593727
1959,2867,2002-05-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.13816764738281,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.466085815429665
1960,2868,2002-06-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.94759234880741,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.525457763671852
1961,2869,2002-07-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.035756466639043,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.59697570800779
1962,2870,2002-08-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.2115804634596,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.669027709960915
1963,2871,2002-09-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.51198234688382,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.70781555175779
1964,2872,2002-10-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.244395854988305,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.697103881835915
1965,2873,2002-11-30 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-30.260687703159952,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.645590209960915
1966,2874,2002-12-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.850196764732026,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2002,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.571508789062477
1967,2875,2003-01-31 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.73747905715885,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.49529113769529
1968,2876,2003-02-28 00:00:00,NASA-E,75.0,-29.99972,2631.0,10.0,-29.897378214223515,"Steffen, K., Box, J.E. and Abdalati, W., 1996. Greenland climate network: GC-Net. US Army Cold Regions Reattach and Engineering (CRREL), CRREL Special Report, pp.98-103.",GC-Net,,2003,POINT (-29.99972 75),148.4535522897434,74.97794342041016,-29.967363357543945,350.0,240.0,1.0,-27.42754211425779
